Tsabong-GSU,Sync Unit Serial Only,Tsabong-GSU,192.168.225.148,RW-9924-001X,E02700F00021C,0015674a444d,9,1.9.40_b1864_Mar 21 2011,,Tsabong-GSU,-26.23041,22.399981, 1022.1 m
Device Name / IP,Device Type,Device Name,IP Address,Product Name,Serial Number,Mac Address,HW Ver.,SW Ver.,Capacity License,Location,Latitude,Longitude,Altitude
Molapowabojang-HBS1-x,PTMP HBS,Molapowabojang-HBS1,192.168.225.32,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0005E,0015674a6c14,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,Molapowabojang,,,
Metsimotlhabe-HBS1A-x,PTMP HBS,Metsimotlhabe-HBS1A-x,192.168.227.101,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00216,001567653fcf,3,4.9.70_b0015_May  2 2019, 260 Mbps,Metsimotlhabe,-24.549286,25.804101, 1020.2 m
Metsimotlhabe-HBS2A-x,PTMP HBS,Metsimotlhabe-HBS2A-x,192.168.227.102,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00224,001567e540a2,3,4.9.70_b0015_May  2 2019, 260 Mbps,Metsimotlhabe,-24.549395,25.804045, 1019.7 m
Metsimotlhabe-HBS3A-x,PTMP HBS,Metsimotlhabe-HBS3A-x,192.168.227.103,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00220,001567e54060,3,4.9.70_b0015_May  2 2019, 260 Mbps,Metsimotlhabe,-24.549343,25.80409, 1028.2 m
Metsimotlhabe-GSU1,Sync Unit,Metsimotlhabe-GSU1,192.168.227.104,GSU/Sync/Unit - RW-9924-0070,P09270E700A00231,0015675f1892,1,4.9.71_b0009_May  6 2019,,Metsimotlhabe,-24.549378,25.804023, 1028.9 m
Metsimotlhabe-GSU2,Sync Unit Serial Only,Metsimotlhabe-GSU2,192.168.227.75,RW-9924-001X,E02700F000253,0015674bb821,9,1.9.55_b1880_Jul  2 2012,,Metsimotlhabe-GSU2,-24.54935,25.804038, 1030.4 m
Megaleng-HB4A-x,PTMP HBS,Megaleng-HB4A-x,192.168.228.115,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00030,0015674a5c26,6,4.1.60_b4170_Jun  2 2015, 107 Mbps,ITMC,-24.660597,25.911249,
Orapa-HBS3-x,PTMP HBS,ORAPA HBS3,192.168.230.100,RW5000/HBS/5200/F35/ETSI/EXT - RW-5200-2230,P07870E000A00054,001567e4bac0,9,4.1.60_b4174_Nov 10 2015, 260 Mbps,ORAPA MSU,-21.330975,25.366799,
Mabalane-HBS2-x,PTMP HBS,SECTOR 1,192.168.231.106,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00259,0015676552f5,3,4.9.15_b0007_Jun 11 2017, 260 Mbps,Mabalane HILL nxt Sikwane,-24.631,26.385555, 1037.9 m
Mochudi-HBS1-x,PTMP HBS,Mochudi-HBS1,192.168.231.117,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00230,0015676547d5,3,4.9.70_b0015_May  2 2019, 260 Mbps,Mochudi Exchange,-24.392435,26.140593, 1006.0 m
Mochudi-HBS2-x,PTMP HBS,MOCHUDI HBS2,192.168.231.121,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00246,001567655538,3,4.9.70_b0015_May  2 2019, 260 Mbps,MOCHUDI,-24.39197,26.141298, 966.8 m
Mochudi_Orange_Tower_HBS1,PTMP HBS,Mochudi_Orange_Tower_HBS1,192.168.231.45,RW5000/HBS/5200/F35/ETSI/EXT - RW-5200-2230,P07870E000A001DC,0015675fbcb7,10,4.9.90_b0004_Jan 14 2021, 260 Mbps,ORANGETOWER,-24.405,26.163611,
Modipane-HBS1-x,PTMP HBS,Modipane-HBS1-X,192.168.231.7,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A000B4,0015674b4405,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,Modipane,51.47885,0.0106,
RLU13-HBS1-x,PTMP HBS,RLU13-HBS1-x,192.168.232.2,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00249,0015676552ef,3,4.9.70_b0015_May  2 2019, 260 Mbps,Fairgrounds,-24.67999,25.92438, 1022.0 m
RLU13-HBS2-x,PTMP HBS,RLU13-HBS2-x,192.168.232.3,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00273,001567e5500a,3,4.9.70_b0015_May  2 2019, 260 Mbps,Fairgrounds,-24.680008,25.924448, 1013.7 m
RLU13-HBS4-x,PTMP HBS,RLU13-HBS4-x,192.168.232.5,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00239,001567653e21,3,4.9.70_b0015_May  2 2019, 260 Mbps,FAIRGROUNDS,-24.680038,25.924153, 1007.1 m
RLU11_Tlokweng-HBS1-x,PTMP HBS,RLU11_Tlokweng-HBS1-x,192.168.233.2,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00253,00156765514b,3,4.9.70_b0015_May  2 2019, 260 Mbps,TLOKWENG RLU11,-24.666638,25.963808, 1014.2 m
RLU5-HBS1,PTMP HBS,RLU5-HBS1,192.168.234.130,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00237,001567e543e7,3,4.9.70_b0015_May  2 2019, 260 Mbps,Mogoditshane,-24.624358,25.869821, 1071.0 m
RLU5-HBS2-x,PTMP HBS,BTCL RLU5 HBS2,192.168.234.131,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00270,001567655617,3,4.9.70_b0015_May  2 2019, 260 Mbps,RLU5,-24.624671,25.869858, 1071.1 m
RLU5-HBS3-x,PTMP HBS,RLU5-HBS3-x,192.168.234.132,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00250,00156765552d,3,4.9.70_b0015_May  2 2019, 260 Mbps,MOGODITSHANE,-24.624741,25.869658, 1035.0 m
RLU5-HBS4-x,PTMP HBS,RLU5-HBS4-x,192.168.234.133,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00285,00156765a3c5,3,4.9.70_b0015_May  2 2019, 260 Mbps,RLU5,-24.624421,25.869571, 1070.6 m
RLU5-GSU,Sync Unit,RLU5-GSU,192.168.234.134,GSU/Sync/Unit - RW-9924-0070,P09270E700A002BC,0015675f3448,1,4.9.71_b0009_May  6 2019,,RLU5,-24.6245,25.86974, 1035.6 m
Gantsi_HBS4-294,PTMP HBS,Gantsi_HBS4-294,192.168.211.6,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00242,00156765513a,3,4.9.75_b0052_Sep 19 2019, 260 Mbps,GHANZI MSU,-21.694908,21.648305, 1153.7 m
Gantsi-GSU,Sync Unit,Gantsi-GSU,192.168.239.134,GSU/Sync/Unit - RW-9924-0070,P09270E700A002E6,0015675f3739,1,4.9.71_b0009_May  6 2019,,GHANZI MSU,-21.695073,21.64838, 1194.1 m
Ramotswa-GSU,Sync Unit Serial Only,Ramotswa-GSU,192.168.241.130,RW-9924-001X,E02700F0001E9,0015674a4460,9,1.9.40_b1864_Mar 21 2011,,Ramotswa-GSU,-24.86323,25.856421, 1094.9 m
Ramotswa-HBS1-x,PTMP HBS,Ramotswa-HBS1-x,192.168.241.131,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00062,0015674a5c34,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,Ramotswa,-24.86322,25.856382,
Ramotswa-HBS2-x,PTMP HBS,Ramotswa HBS2,192.168.241.132,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00022,0015674a4a01,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,Ramotswa,51.47885,0.0106,
Gabane-HBS2-x,PTMP HBS,Gabane-HBS2-x,192.168.242.130,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0003B,0015674a5c0e,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,GABANE,-24.661825,25.788424,
Gabane-HBS3-x,PTMP HBS,Gabane HBS3,192.168.242.163,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00209,001567653dca,3,4.9.70_b0015_May  2 2019, 260 Mbps,Gabane,-24.661848,25.788511, 1103.0 m
Gabane-HBS1-x,PTMP HBS,Gabane-HBS1-x,192.168.242.251,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0001C,0015674a3290,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,BTC,-24.661825,25.788424,
THEBEPHATSHWA BDF-HBS1-x,PTMP HBS,THEBEPHATSHWA BDF-HBS1-x,192.168.243.12,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00150,001567d35a3d,6,3.5.50_b3556_Sep 18 2014, 107 Mbps,BDF SFR,-24.235723,25.329093,
Maunatlala-HBS1-x,PTMP HBS,BTCL Maunatlala HBS1,192.168.244.28,RW5000/HBS/5200/F35/ETSI/EXT - RW-5200-2230,P07870E000A001C6,00156766513f,10,4.9.70_b0015_May  2 2019, 260 Mbps,Maunatlala,51.47885,0.0106,
Shoshong-HBS1-x,PTMP HBS,Shoshong-HBS1-x,192.168.244.3,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000F00012,001567d6ba12,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,SHOSHONG RLU,-23.030027,26.513958,
Shoshong-HBS2-x,PTMP HBS,Shoshong-HBS2-x,192.168.244.4,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00159,00156750124e,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,SHOSHONG RLU,-23.030027,26.513958,
Mapoka-HBS1-x,PTMP HBS,Mapoka-HBS1-x,192.168.248.133,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00117,00156750149d,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,MAPOKA,-20.539324,27.590647,
Takatokwane-HBS1-x,PTMP HBS,Takatokwane-HBS1-x,192.168.251.66,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00059,0015674a3a22,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,Takatokwane,-24.001046,24.306752,
Dibete HBS-1,PTMP HBS,Dibete HBS-1,192.168.246.22,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0001F,0015674a3294,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,Dibete,-23.801084,26.43714,
MASUNGA HBS 1,PTMP HBS,BTCLMASUNGA-HBS1,192.168.248.130,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0005B,0015674a3e0d,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,MASUNGA,,,
MASUNGA HBS2,PTMP HBS,MASUNGA HBS2,192.168.248.131,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00120,001567d34206,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,MASUNGA,,,
Jwaneng-GSU,Sync Unit Serial Only,Jwaneng-GSU,192.168.248.29,RW-9924-001X,E02700F00039D,0015674df624,9,1.9.40_b1864_Mar 21 2011,,Jwaneng-GSU,-24.593651,24.729996, 1216.5 m
Jwaneng-HBS2-x,PTMP HBS,Jwaneng-HBS2-x,192.168.248.3,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00154,001567d34200,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,JWANENG,-24.593597,24.730125,
Hukuntsi-HBS1-x,PTMP HBS,BTCL Hukuntsi HBS1,192.168.248.35,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00090,0015674be003,6,4.1.64_b4174_Nov 10 2015, 107 Mbps,Hukuntsi,-24.99479,21.78188,
Jwaneng-HBS1-x,PTMP HBS,Jwaneng-HBS1-x,192.168.248.4,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0015C,001567d35a6a,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,Jwaneng,-24.593597,24.730125,
Orapa-HBS1-x,PTMP HBS,ORAPA HBS1,192.168.248.66,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0002D,0015674a5c25,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,BTCL ORAPA,51.47885,0.0106,
Orapa-HBS2-x,PTMP HBS,ORAPA HBS2,192.168.248.67,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00156,0015675014a6,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,Orapa BTC,-21.330975,25.366799,
RLU12-HBS1-x,PTMP HBS,RLU12-HBS1-x,192.168.233.132,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000J00155,0015676698b1,4,4.9.70_b0015_May  2 2019, 260 Mbps,GABS,-24.611156,25.942405, 1032.0 m
RLU12-HBS4-x,PTMP HBS,RLU12-HBS4-x,192.168.233.133,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000J00153,001567df942e,4,4.9.70_b0015_May  2 2019, 260 Mbps,GABS,-24.611088,25.942366, 1028.3 m
Sebele-RLU8 GSU,Sync Unit Serial Only,Sebele-RLU8 GSU,192.168.226.30,RW-9924-001X,E02700F000393,0015674df62f,9,1.9.40_b1864_Mar 21 2011,,Sebele-GSU,-24.593418,25.936098, 1038.2 m
SSKB-HBS1-x,PTMP HBS,SSKB-HBS1-x,192.168.234.4,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000I00128,001567018aa7,4,4.9.70_b0015_May  2 2019, 260 Mbps,SSKB,-24.605388,25.860771, 1117.4 m
SSKB-HBS3-x,PTMP HBS,SEC3 SSKB BTC,192.168.234.6,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00212,001567e547c1,3,4.9.70_b0015_May  2 2019, 260 Mbps,SSKB SIGNALS TOWER,-24.605463,25.86068, 1115.7 m
SSKB-HBS4-x,PTMP HBS,SSKB-HBS4-x,192.168.234.7,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00433,00156760491c,4,4.9.70_b0015_May  2 2019, 260 Mbps,SSKB BDF ADOC,-24.605366,25.86071, 1119.6 m
Manyana-HBS1-x,PTMP HBS,HBS1,192.168.240.130,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00086,0015674a3a07,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,Manyana,51.47885,0.0106,
Device Name / IP,Device Type,Device Name,IP Address,Product Name,Serial Number,Mac Address,HW Ver.,SW Ver.,Capacity License,Location,Latitude,Longitude,Altitude
Sojwe-HBS2-x,PTMP HBS,Sojwe-HBS2-x,192.168.232.131,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00162,001567d6c001,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,SOJWE,,,
Artesia-HBS1-x,PTMP HBS,ARTESIA HBS1,192.168.246.7,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A000AE,0015674a7e37,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,MPEPU,,,
BDF_SSKB_HBS2,PTMP HBS,BDF_SSKB_HBS2,192.168.234.5,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00485,001567601fd3,4,4.9.70_b0015_May  2 2019, 260 Mbps,BDF SSKB ADOC,-24.60549,25.860758, 1117.0 m
Sojwe-HBS1-x,PTMP HBS,Sojwe-HBS1-x,192.168.232.130,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00069,0015674a3a13,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,SOJWE,-23.437591,25.749142,
Mokolodi-HBS1-x,PTMP HBS,Mokolodi-HBS1-x,192.168.158.3,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00163,0015675014ac,6,4.1.64_b4174_Nov 10 2015, 107 Mbps,MOKOLODI HILL,-24.749491,25.835117,
Mokolodi-HBS2-x,PTMP HBS,Mokolodi-HBS2-x,192.168.158.4,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0015A,00156750149b,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,MOKOLODI,-24.749491,25.835117,
Mokolodi-HBS3-x,PTMP HBS,Mokolodi-HBS3-x,192.168.158.5,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000F0000F,001567d35a67,6,4.1.64_b4174_Nov 10 2015, 107 Mbps,MOKOLODI  HILL,-24.749491,25.835117,
Pilane-HBS1-x,PTMP HBS,PILANE HBS1,192.168.160.163,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A000BB,0015674b248c,6,4.1.64_b4174_Nov 10 2015, 107 Mbps,PILANE BTC TOWER,-24.404898,26.081142,
Palapye_RLU1-HBS2A-x,PTMP HBS,Palapye_RLU1-HBS2A-x,192.168.160.2,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00215,001567653e25,3,4.9.70_b0015_May  2 2019, 260 Mbps,PALAPYE RLU1 BTCL,-22.528133,27.094361, 974.2 m
TONOTA HBS2,PTMP HBS,BTCL TONOTA SEC4,192.168.161.131,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00456,001567e04be4,4,4.9.70_b0015_May  2 2019, 260 Mbps,TONOTA RLU,-21.424016,27.458838, 1012.0 m
Gumare-HBS2,PTMP HBS,Gumare-HBS2,192.168.164.130,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00088,0015674bbc52,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,GUMARE,-19.370907,22.159992,
Gumare-HBS1-x,PTMP HBS,Gumare-HBS1-x,192.168.164.131,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00044,0015674a5c15,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,GUMARE,-19.370907,22.159992,
Shakawe-HBS1-x,PTMP HBS,Shakawe-HBS1-x,192.168.164.2,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00096,0015674a3a0e,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,BTC RLU SHAKAWE,-18.362886,21.847526,
Shakawe-HBS2-x,PTMP HBS,Shakawe-HBS2-x,192.168.164.3,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0007D,0015674a3a02,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,SHAKAWE,-18.362886,21.847526,
OODI-HBS3,PTMP HBS,OODI HBS3,192.168.165.132,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00169,001567534610,6,4.1.64_b4174_Nov 10 2015, 107 Mbps,OODI,51.47885,0.0106,
Moshupa-HBS1-x,PTMP HBS,Moshupa-HBS1-x,192.168.167.130,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00025,0015674a329b,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,MOSHUPA MAIN,-24.78278,25.418447,
PALAPYE HBS1,PTMP HBS,PALAPYE HBS1,192.168.218.132,RW5000/HBS/5200/F35/ETSI/EXT - RW-5200-2230,P07870E000A0007F,001567e4ba45,9,3.5.70_b3574_Jan  8 2015, 260 Mbps,PALAPYE RLU1,-22.528047,27.09427,
Middlepits-HBS1-x,PTMP HBS,Middlepits-HBS1-x,192.168.225.171,RW5000/HBS/5200/F35/ETSI/EXT - RW-5200-2230,P07870E000A00073,001567e4ba2f,9,4.2.20_b4234_Nov 10 2015, 260 Mbps,25 25.559S 022 53.929E,-26.657527,21.886695,
Metsimotlhabe-HBS3B-x,PTMP HBS,Metsimotlhabe-HBS3B-x,192.168.227.59,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P01970I000A00670,0015674b9406,6,4.1.64_b4174_Nov 10 2015, 107 Mbps,NETSIMOTLHABE,51.47885,0.0106,
RLU10-HBS2-x,PTMP HBS,RLU10-HBS2-x,192.168.230.185,RW5000/HBS/5200/F35/ETSI/EXT - RW-5200-2230,P07870E000A001C0,00156766512e,10,4.2.40_b4258_Jan 27 2016, 260 Mbps,RLU10,-24.562694,25.925125,
Mochudi-HBS3-x,PTMP HBS,MOCH SEC3,192.168.231.122,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00226,001567654cee,3,4.9.70_b0015_May  2 2019, 260 Mbps,MOCHUDI EXCHANGE,-24.392531,26.140626, 995.7 m
Mochudi-HBS4-x,PTMP HBS,BTCL Mochudi HBS4,192.168.231.123,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00271,0015676550db,3,4.9.70_b0015_May  2 2019, 260 Mbps,Mochudi,-24.392521,26.140578, 1007.3 m
RLU4-HBS2,PTMP HBS,RLU4-HBS2,192.168.231.131,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00386,001567e01c04,4,4.9.70_b0015_May  2 2019, 260 Mbps,Village,-24.66809,25.939556, 999.7 m
RLU4-HBS3,PTMP HBS,RLU4-HBS3,192.168.231.132,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00288,00156765a3c6,3,4.9.70_b0015_May  2 2019, 260 Mbps,Village,-24.66794,25.939351, 997.7 m
RLU11_Tlokweng-HBS2-x,PTMP HBS,RLU11_Tlokweng-HBS2-x,192.168.233.77,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000I00134,001567818285,4,4.9.75_b0052_Sep 19 2019, 260 Mbps,RLU11,-24.66675,25.963846, 1023.6 m
Kopong-HBS2-x,PTMP HBS,Kopong-HBS2-x,192.168.238.131,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0004F,0015674a5c1e,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,KOPONG,-24.473308,25.89383,
FTown_RLU2-HBS2-x,PTMP HBS,FRANCISTOWN RLU HBS2,192.168.242.3,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00267,001567e55009,3,4.9.70_b0015_May  2 2019, 260 Mbps,FRANCISTOWN-RLU1,-21.196596,27.535303, 1028.7 m
Molepolole_RLU1-HBS1B,PTMP HBS,Molepolole_RLU1-HBS1B,192.168.243.3,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00459,001567e05cbe,4,4.9.70_b0015_May  2 2019, 260 Mbps,MOLEPOLOL RLU1,-24.401463,25.585836, 1194.7 m
Molepolole_RLU1-HBS3,PTMP HBS,Molepolole_RLU1-HBS3,192.168.243.4,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00227,001567654cec,4,4.9.70_b0015_May  2 2019, 260 Mbps,MOLEPOLOL RLU1,-24.401548,25.586003, 1210.6 m
HUKUNTSI HBS2,PTMP HBS,HUKUNTSI HBS2,192.168.248.36,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00252,0015676552de,3,4.9.70_b0015_May  2 2019, 260 Mbps,HUKUNTSI HBS2,-23.994786,21.781998, 1203.1 m
HUKUNTSI HBS3,PTMP HBS,HUKUNTSI SECTOR 3,192.168.248.41,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00223,001567653dd0,3,4.9.70_b0015_May  2 2019, 260 Mbps,HUKUNTSI TOWER,-23.994831,21.781881, 1172.1 m
Polokwe-HBS1-x,PTMP HBS,Polokwe-HBS1-x,192.168.251.186,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0016F,001567d35a58,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,POLOKWE BTC,-24.889974,25.353803,
Serowe-HBS1-x,PTMP HBS,Serowe-HBS1-x,192.168.252.194,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0005F,0015674a5c3e,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,SEROWE,-22.386885,26.708182,
Serowe-HBS2B-x,PTMP HBS,Serowe-HBS2B-x,192.168.252.195,RW5000/HBS/5200/F35/ETSI/EXT - RW-5200-2230,P07870E000A00099,001567e4bf94,9,4.9.70_b0052_Sep 19 2019, 260 Mbps,SEROWE,-22.386885,26.708182,
Serowe-HBS3-x,PTMP HBS,Serowe-HBS3-x,192.168.252.196,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00033,0015674a5c24,6,4.1.60_b4172_Jul 26 2015, 107 Mbps,S22 23.214 E26 42.485,-22.386885,26.708182,
Molepolole_RLU1-HBS1-x,PTMP HBS,HBS1,192.168.243.2,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00657,00156701882e,4,4.9.35_b0012_Mar  1 2018, 260 Mbps,MOLEPS,-24.401528,25.585941, 1197.1 m
Maun-HBS1-long-331,PTMP HBS,Maun-HBS1-long-331,10.45.36.14,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00282,00156765a3f5,3,4.9.35_b0012_Mar  1 2018, 260 Mbps,MAUN EXCHANGE,-19.990463,23.42238, 1021.3 m
Maun-HBS4-long,PTMP HBS,Maun-HBS4-long,10.45.36.18,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00477,001567e180a1,4,4.9.70_b0015_May  2 2019, 260 Mbps,Maun,-19.990583,23.42235, 996.7 m
Pitsane_HBS1,PTMP HBS,Pitsane_HBS1,192.168.133.129,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000I00132,00156781815d,4,4.9.35_b0012_Mar  1 2018, 260 Mbps,PITSHANE,-25.472273,25.598468, 1375.5 m
Etsha13_HBS1,PTMP HBS,Etsha13_HBS1,192.168.164.226,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00389,001567e01967,4,4.9.00_b0016_Jan  8 2017, 260 Mbps,ETSHA13,-19.0173,22.31374, 1005.1 m
Letlhakane_Tawana_South_HBS2,PTMP HBS,Letlhakane_Tawana_South_HBS2,192.168.167.35,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000D00207,001567653e16,3,4.9.70_b0015_May  2 2019, 260 Mbps,Letlhakane,-21.399248,25.574758, 1028.7 m
Sekoma_HBS1,PTMP HBS,SEKOMA HBS1,192.168.224.130,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00450,00156760496c,4,4.9.00_b0016_Jan  8 2017, 260 Mbps,SEKOMA,-24.520495,23.929211, 1101.6 m
Kumakwane_HBS1,PTMP HBS,Kumakwane_HBS1,192.168.242.250,RW5000/HBS/5B00/F35/ETSI/JET/INT - RW-5B00-2630-00,C12230I000H00438,001567e04b4f,4,4.9.00_b0016_Jan  8 2017, 260 Mbps,KUMAKWANE,-24.646545,25.705325, 1053.5 m
